	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
62	" Keanu Reeves
"	1964-9-2	Beirut, Lebanon	['The Matrix', 'Speed', 'Point Break', 'The Matrix Reloaded']	12	22	https://www.imdb.com/name/nm0000206/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000206/awards?ref_=nm_ql_2
63	" Carmen Electra
"	1972-4-20	Sharonville, Ohio, USA	['Scary Movie 4', 'Meet the Spartans', 'Epic Movie', 'Scary Movie']	2	6	https://www.imdb.com/name/nm0001182/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001182/awards?ref_=nm_ql_2
64	" Belén Fabra
"	1977-11-3	Tortosa, Tarragona, Catalonia, Spain	['Diary of a Nymphomaniac', 'Gran Reserva', 'El ministerio del tiempo', 'Imperium']	0	2	https://www.imdb.com/name/nm1564103/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1564103/awards?ref_=nm_ql_2
32	" Rebecca Hall
(I)
"	1982-5-3	London, England, UK	['Vicky Cristina Barcelona', 'The Town', 'The Prestige', 'Christine']	11	28	https://www.imdb.com/name/nm0356017/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0356017/awards?ref_=nm_ql_2
33	" Seth Rogen
"	1982-4-15	Vancouver, British Columbia, Canada	['This Is the End', 'Superbad', 'Pineapple Express', 'Knocked Up']	12	34	https://www.imdb.com/name/nm0736622/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0736622/awards?ref_=nm_ql_2
34	" Will Smith
(I)
"	1968-9-25	Philadelphia, Pennsylvania, USA	['The Fresh Prince of Bel-Air', 'I Am Legend', 'Men in Black', 'Wild Wild West']	63	129	https://www.imdb.com/name/nm0000226/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000226/awards?ref_=nm_ql_2
35	" Gerard Butler
(I)
"	1969-11-13	Paisley, Scotland, UK	['The Phantom of the Opera', '300', 'Law Abiding Citizen', 'The Bounty Hunter']	4	15	https://www.imdb.com/name/nm0124930/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0124930/awards?ref_=nm_ql_2
36	" Harrison Ford
(I)
"	1942-7-13	Chicago, Illinois, USA	['Raiders of the Lost Ark', 'The Fugitive', 'Witness', 'Air Force One']	41	40	https://www.imdb.com/name/nm0000148/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000148/awards?ref_=nm_ql_2
37	" Sylvester Stallone
"	1946-7-6	New York City, New York, USA	['Rocky', 'Rocky IV', 'Creed', 'Rocky III']	57	66	https://www.imdb.com/name/nm0000230/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000230/awards?ref_=nm_ql_2
38	" Mickey Rourke
"	1952-9-16	Schenectady, New York, USA	['The Wrestler', 'Sin City', 'Angel Heart', 'Iron Man 2']	38	38	https://www.imdb.com/name/nm0000620/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000620/awards?ref_=nm_ql_2
39	" Jack Black
(I)
"	1969-8-28	Hermosa Beach, California, USA	['School of Rock', 'Nacho Libre', 'King Kong', 'High Fidelity']	11	48	https://www.imdb.com/name/nm0085312/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0085312/awards?ref_=nm_ql_2
40	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
41	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
42	" Tom Cruise
"	1962-7-3	Syracuse, New York, USA	['Top Gun', 'The Last Samurai', 'Jerry Maguire', 'Minority Report']	52	81	https://www.imdb.com/name/nm0000129/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000129/awards?ref_=nm_ql_2
43	" Anna Faris
"	1976-11-29	Baltimore, Maryland, USA	['The House Bunny', 'Just Friends', 'Scary Movie 4', 'Brokeback Mountain']	1	22	https://www.imdb.com/name/nm0267506/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0267506/awards?ref_=nm_ql_2
44	" Meryl Streep
"	1949-6-22	Summit, New Jersey, USA	"['Out of Africa', 'The Devil Wears Prada', 'Doubt', ""Sophie's Choice""]"	175	357	https://www.imdb.com/name/nm0000658/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000658/awards?ref_=nm_ql_2
45	" Hayden Christensen
"	1981-4-19	Vancouver, British Columbia, Canada	['Star Wars: Episode III - Revenge of the Sith', 'Star Wars: Episode II - Attack of the Clones', 'Jumper', 'Shattered Glass']	9	19	https://www.imdb.com/name/nm0159789/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0159789/awards?ref_=nm_ql_2
46	" Steve Carell
"	1962-8-16	Concord, Massachusetts, USA	['The Office', 'The 40 Year Old Virgin', 'Foxcatcher', 'Little Miss Sunshine']	33	130	https://www.imdb.com/name/nm0136797/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0136797/awards?ref_=nm_ql_2
47	" Tom Hardy
(I)
"	1977-9-15	Hammersmith, London, England, UK	['Inception', 'The Dark Knight Rises', 'Locke', 'Mad Max: Fury Road']	17	78	https://www.imdb.com/name/nm0362766/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0362766/awards?ref_=nm_ql_2
48	" Philip Seymour Hoffman
(1967–2014)
"	1967-7-23	Fairport, New York, USA	"['The Master', 'Capote', ""Charlie Wilson's War"", 'Almost Famous']"	90	99	https://www.imdb.com/name/nm0000450/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000450/awards?ref_=nm_ql_2
49	" Ben Barnes
(I)
"	1981-8-20	London, England, UK	['The Chronicles of Narnia: Prince Caspian', 'The Chronicles of Narnia: The Voyage of the Dawn Treader', 'The Big Wedding', 'Dorian Gray']	0	5	https://www.imdb.com/name/nm1602660/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1602660/awards?ref_=nm_ql_2
50	" Jim Sturgess
"	1978-5-16	Wandsworth, London, England, UK	['21', 'Across the Universe', 'Cloud Atlas', 'The Best Offer']	2	3	https://www.imdb.com/name/nm0836343/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0836343/awards?ref_=nm_ql_2
51	" Brad Pitt
"	1963-12-18	Shawnee, Oklahoma, USA	['Mr. & Mrs. Smith', 'Moneyball', 'Twelve Monkeys', 'Inglourious Basterds']	67	152	https://www.imdb.com/name/nm0000093/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000093/awards?ref_=nm_ql_2
52	" Paris Hilton
"	1981-2-17	New York City, New York, USA	['The Hottie & the Nottie', 'House of Wax', 'Repo! The Genetic Opera', 'Pledge This!']	6	14	https://www.imdb.com/name/nm0385296/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0385296/awards?ref_=nm_ql_2
53	" Sean Faris
"	1982-3-25	Houston, Texas, USA	['Never Back Down', 'Sleepover', 'Yours, Mine & Ours', 'Pearl Harbor']	2	2	https://www.imdb.com/name/nm0267511/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0267511/awards?ref_=nm_ql_2
54	" Jason Statham
"	1967-7-26	Shirebrook, Derbyshire, England, UK	['Crank', 'Furious 7', 'Spy', 'The Meg']	1	3	https://www.imdb.com/name/nm0005458/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005458/awards?ref_=nm_ql_2
55	" Will Smith
(I)
"	1968-9-25	Philadelphia, Pennsylvania, USA	['The Fresh Prince of Bel-Air', 'I Am Legend', 'Men in Black', 'Wild Wild West']	63	129	https://www.imdb.com/name/nm0000226/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000226/awards?ref_=nm_ql_2
56	" Jim Carrey
"	1962-1-17	Newmarket, Ontario, Canada	['The Truman Show', 'Bruce Almighty', 'Ace Ventura: Pet Detective', 'Eternal Sunshine of the Spotless Mind']	48	95	https://www.imdb.com/name/nm0000120/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000120/awards?ref_=nm_ql_2
57	" John Travolta
(I)
"	1954-2-18	Englewood, New Jersey, USA	['Battlefield Earth', 'Hairspray', 'Face/Off', 'Get Shorty']	52	60	https://www.imdb.com/name/nm0000237/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000237/awards?ref_=nm_ql_2
58	" Mike Vogel
(I)
"	1979-7-17	Abington, Pennsylvania, USA	"['The Help', 'Cloverfield', ""She's Out of My League"", 'The Texas Chainsaw Massacre']"	8	5	https://www.imdb.com/name/nm1036181/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1036181/awards?ref_=nm_ql_2
59	" Katherine Heigl
"	1978-11-24	Washington, District of Columbia, USA	"['One for the Money', 'Knocked Up', 'The Ugly Truth', ""Grey's Anatomy""]"	9	30	https://www.imdb.com/name/nm0001337/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001337/awards?ref_=nm_ql_2
60	" Adam Sandler
(I)
"	1966-9-9	Brooklyn, New York City, New York, USA	['The Waterboy', 'Little Nicky', 'Big Daddy', 'The Wedding Singer']	54	77	https://www.imdb.com/name/nm0001191/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001191/awards?ref_=nm_ql_2
61	" Kåre Hedebrant
"	1995-6-28	Stockholm, Sweden	['Let the Right One In', 'Amors baller', 'Äkta människor', 'Anno 1790']	1	4	https://www.imdb.com/name/nm2968765/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2968765/awards?ref_=nm_ql_2
62	" Keanu Reeves
"	1964-9-2	Beirut, Lebanon	['The Matrix', 'Speed', 'Point Break', 'The Matrix Reloaded']	12	22	https://www.imdb.com/name/nm0000206/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000206/awards?ref_=nm_ql_2
63	" Carmen Electra
"	1972-4-20	Sharonville, Ohio, USA	['Scary Movie 4', 'Meet the Spartans', 'Epic Movie', 'Scary Movie']	2	6	https://www.imdb.com/name/nm0001182/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001182/awards?ref_=nm_ql_2
64	" Belén Fabra
"	1977-11-3	Tortosa, Tarragona, Catalonia, Spain	['Diary of a Nymphomaniac', 'Gran Reserva', 'El ministerio del tiempo', 'Imperium']	0	2	https://www.imdb.com/name/nm1564103/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1564103/awards?ref_=nm_ql_2
65	" Sarah Jessica Parker
"	1965-3-25	Nelsonville, Ohio, USA	['Sex and the City', 'Sex and the City 2', 'Sex and the City', 'The Family Stone']	29	45	https://www.imdb.com/name/nm0000572/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000572/awards?ref_=nm_ql_2
66	" Donnie Yen
"	1963-7-27	Canton, China	['Yip Man', 'Ip Man 2', 'Rogue One', 'Yip Man 3']	19	20	https://www.imdb.com/name/nm0947447/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0947447/awards?ref_=nm_ql_2
67	" Kelly Reilly
(I)
"	1977-7-18	Surrey, England, UK	['Flight', 'Eden Lake', 'Pride & Prejudice', 'Sherlock Holmes']	7	4	https://www.imdb.com/name/nm0717709/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0717709/awards?ref_=nm_ql_2
68	" Keira Knightley
"	1985-3-26	Teddington, Middlesex, England, UK	['Pirates of the Caribbean: The Curse of the Black Pearl', 'Atonement', 'Pride & Prejudice', 'The Imitation Game']	28	97	https://www.imdb.com/name/nm0461136/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0461136/awards?ref_=nm_ql_2
69	" Gabriel Macht
"	1972-1-22	The Bronx, New York City, New York, USA	['The Good Shepherd', 'Suits', 'The Spirit', 'Because I Said So']	1	1	https://www.imdb.com/name/nm0532683/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0532683/awards?ref_=nm_ql_2
70	" Jason Statham
"	1967-7-26	Shirebrook, Derbyshire, England, UK	['Crank', 'Furious 7', 'Spy', 'The Meg']	1	3	https://www.imdb.com/name/nm0005458/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005458/awards?ref_=nm_ql_2
71	" Ryan Reynolds
(I)
"	1976-10-23	Vancouver, British Columbia, Canada	['Deadpool', 'Deadpool 2', 'X-Men Origins: Wolverine', 'Buried']	17	47	https://www.imdb.com/name/nm0005351/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005351/awards?ref_=nm_ql_2
72	" Shawn Ashmore
"	1979-10-7	Richmond, British Columbia, Canada	['X2: X-Men United', 'Frozen', 'X-Men: The Last Stand', 'X-Men']	4	9	https://www.imdb.com/name/nm0039162/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0039162/awards?ref_=nm_ql_2
73	" Angelina Jolie
"	1975-6-4	Los Angeles, California, USA	['Maleficent', 'Girl, Interrupted', 'Changeling', 'Salt']	56	111	https://www.imdb.com/name/nm0001401/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001401/awards?ref_=nm_ql_2
74	" Ray Stevenson
(I)
"	1964-5-25	Lisburn, Northern Ireland, UK	['Thor', 'The Three Musketeers', 'Thor: The Dark World', 'Kill the Irishman']	0	1	https://www.imdb.com/name/nm0829032/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0829032/awards?ref_=nm_ql_2
75	" Ben Stiller
"	1965-11-30	New York City, New York, USA	"['Tropic Thunder', 'Zoolander', 'The Secret Life of Walter Mitty', ""There's Something About Mary""]"	14	58	https://www.imdb.com/name/nm0001774/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001774/awards?ref_=nm_ql_2
76	" Rhona Mitra
"	1976-8-9	Paddington, London, England, UK	['Underworld: Rise of the Lycans', 'Doomsday', 'The Life of David Gale', 'Boston Legal']	0	1	https://www.imdb.com/name/nm0593961/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0593961/awards?ref_=nm_ql_2
77	" Paul Rudd
(I)
"	1969-4-6	Passaic, New Jersey, USA	['Ant-Man', 'I Love You, Man', 'Ant-Man and the Wasp', 'The 40 Year Old Virgin']	8	19	https://www.imdb.com/name/nm0748620/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0748620/awards?ref_=nm_ql_2
78	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
79	" Sean Penn
(I)
"	1960-8-17	Santa Monica, California, USA	['Mystic River', 'Milk', '21 Grams', 'Dead Man Walking']	73	106	https://www.imdb.com/name/nm0000576/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000576/awards?ref_=nm_ql_2
80	" Stuart Graham
(I)
"	1967-0-0	NA	['Hunger', 'Tinker Tailor Soldier Spy', 'The Good Word', 'The Whistleblower']	1	1	https://www.imdb.com/name/nm0334324/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0334324/awards?ref_=nm_ql_2
81	" Emile Hirsch
"	1985-3-13	Palms, California, USA	['Into the Wild', 'The Girl Next Door', 'Speed Racer', 'Milk']	6	25	https://www.imdb.com/name/nm0386472/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0386472/awards?ref_=nm_ql_2
82	" Vinnie Jones
"	1965-1-5	Watford, Hertfordshire, England, UK	['Snatch', 'Lock, Stock and Two Smoking Barrels', 'The Midnight Meat Train', 'X-Men: The Last Stand']	3	2	https://www.imdb.com/name/nm0005068/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005068/awards?ref_=nm_ql_2
83	" Daniel Craig
(I)
"	1968-3-2	Chester, Cheshire, England, UK	['Casino Royale', 'Skyfall', 'Spectre', 'Quantum of Solace']	14	31	https://www.imdb.com/name/nm0185819/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0185819/awards?ref_=nm_ql_2
84	" Jennifer Carpenter
(III)
"	1979-12-7	Louisville, Kentucky, USA	['Dexter', 'The Exorcism of Emily Rose', 'Quarantine', 'White Chicks']	5	23	https://www.imdb.com/name/nm1358539/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1358539/awards?ref_=nm_ql_2
85	" Brendan Fraser
"	1968-12-3	Indianapolis, Indiana, USA	['The Mummy', 'Crash', 'The Mummy Returns', 'The Mummy: Tomb of the Dragon Emperor']	8	11	https://www.imdb.com/name/nm0000409/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000409/awards?ref_=nm_ql_2
86	" Patrick Dempsey
(I)
"	1966-1-13	Lewiston, Maine, USA	"[""Grey's Anatomy"", ""Can't Buy Me Love"", 'Enchanted', 'Transformers: Dark of the Moon']"	8	21	https://www.imdb.com/name/nm0001131/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001131/awards?ref_=nm_ql_2
87	" Nicole Kidman
"	1967-6-20	Honolulu, Hawaii, USA	['Moulin Rouge!', 'The Hours', 'Cold Mountain', 'The Others']	96	198	https://www.imdb.com/name/nm0000173/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000173/awards?ref_=nm_ql_2
88	" Jason Statham
"	1967-7-26	Shirebrook, Derbyshire, England, UK	['Crank', 'Furious 7', 'Spy', 'The Meg']	1	3	https://www.imdb.com/name/nm0005458/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005458/awards?ref_=nm_ql_2
89	" Michael Cera
"	1988-6-7	Brampton, Ontario, Canada	"['Superbad', 'Juno', 'Scott Pilgrim vs. the World', ""Nick and Norah's Infinite Playlist""]"	7	26	https://www.imdb.com/name/nm0148418/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0148418/awards?ref_=nm_ql_2
90	" Owen Wilson
(I)
"	1968-11-18	Dallas, Texas, USA	['The Royal Tenenbaums', 'Wedding Crashers', 'Bottle Rocket', 'Midnight in Paris']	14	50	https://www.imdb.com/name/nm0005562/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005562/awards?ref_=nm_ql_2
91	" Robert De Niro
"	1943-8-17	New York City, New York, USA	['Raging Bull', 'Cape Fear', 'Taxi Driver', 'Mean Streets']	56	98	https://www.imdb.com/name/nm0000134/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000134/awards?ref_=nm_ql_2
92	" Shia LaBeouf
"	1986-6-11	Los Angeles, California, USA	['Transformers', 'American Honey', 'Fury', 'Lawless']	14	43	https://www.imdb.com/name/nm0479471/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0479471/awards?ref_=nm_ql_2
93	" Emma Roberts
(II)
"	1991-2-10	Rhinebeck, New York, USA	"[""We're the Millers"", 'Aquamarine', 'The Art of Getting By', 'Nerve']"	6	26	https://www.imdb.com/name/nm0731075/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0731075/awards?ref_=nm_ql_2
94	" Jürgen Vogel
"	1968-4-29	Hamburg, West Germany	['The Wave', 'Der freie Wille', 'Kleine Haie', 'Das Leben ist eine Baustelle.']	13	8	https://www.imdb.com/name/nm0900915/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0900915/awards?ref_=nm_ql_2
95	" Saoirse Ronan
"	1994-4-12	The Bronx, New York City, New York, USA	['Hanna', 'Brooklyn', 'Atonement', 'The Lovely Bones']	63	140	https://www.imdb.com/name/nm1519680/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1519680/awards?ref_=nm_ql_2
96	" Georgia Groome
"	1992-2-11	Nottingham, England, UK	['Angus, Thongs and Perfect Snogging', 'The Holding', 'Inspector Lewis', 'The Cottage']	1	1	https://www.imdb.com/name/nm2102872/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2102872/awards?ref_=nm_ql_2
97	" Jackie Chan
(I)
"	1954-4-7	Victoria Peak, Hong Kong	['Ngo si seoi', 'Rush Hour 2', 'Rush Hour', 'Shanghai Noon']	42	49	https://www.imdb.com/name/nm0000329/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000329/awards?ref_=nm_ql_2
98	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
65	" Sarah Jessica Parker
"	1965-3-25	Nelsonville, Ohio, USA	['Sex and the City', 'Sex and the City 2', 'Sex and the City', 'The Family Stone']	29	45	https://www.imdb.com/name/nm0000572/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000572/awards?ref_=nm_ql_2
66	" Donnie Yen
"	1963-7-27	Canton, China	['Yip Man', 'Ip Man 2', 'Rogue One', 'Yip Man 3']	19	20	https://www.imdb.com/name/nm0947447/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0947447/awards?ref_=nm_ql_2
67	" Kelly Reilly
(I)
"	1977-7-18	Surrey, England, UK	['Flight', 'Eden Lake', 'Pride & Prejudice', 'Sherlock Holmes']	7	4	https://www.imdb.com/name/nm0717709/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0717709/awards?ref_=nm_ql_2
68	" Keira Knightley
"	1985-3-26	Teddington, Middlesex, England, UK	['Pirates of the Caribbean: The Curse of the Black Pearl', 'Atonement', 'Pride & Prejudice', 'The Imitation Game']	28	97	https://www.imdb.com/name/nm0461136/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0461136/awards?ref_=nm_ql_2
69	" Gabriel Macht
"	1972-1-22	The Bronx, New York City, New York, USA	['The Good Shepherd', 'Suits', 'The Spirit', 'Because I Said So']	1	1	https://www.imdb.com/name/nm0532683/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0532683/awards?ref_=nm_ql_2
70	" Jason Statham
"	1967-7-26	Shirebrook, Derbyshire, England, UK	['Crank', 'Furious 7', 'Spy', 'The Meg']	1	3	https://www.imdb.com/name/nm0005458/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005458/awards?ref_=nm_ql_2
71	" Ryan Reynolds
(I)
"	1976-10-23	Vancouver, British Columbia, Canada	['Deadpool', 'Deadpool 2', 'X-Men Origins: Wolverine', 'Buried']	17	47	https://www.imdb.com/name/nm0005351/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005351/awards?ref_=nm_ql_2
72	" Shawn Ashmore
"	1979-10-7	Richmond, British Columbia, Canada	['X2: X-Men United', 'Frozen', 'X-Men: The Last Stand', 'X-Men']	4	9	https://www.imdb.com/name/nm0039162/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0039162/awards?ref_=nm_ql_2
73	" Angelina Jolie
"	1975-6-4	Los Angeles, California, USA	['Maleficent', 'Girl, Interrupted', 'Changeling', 'Salt']	56	111	https://www.imdb.com/name/nm0001401/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001401/awards?ref_=nm_ql_2
74	" Ray Stevenson
(I)
"	1964-5-25	Lisburn, Northern Ireland, UK	['Thor', 'The Three Musketeers', 'Thor: The Dark World', 'Kill the Irishman']	0	1	https://www.imdb.com/name/nm0829032/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0829032/awards?ref_=nm_ql_2
75	" Ben Stiller
"	1965-11-30	New York City, New York, USA	"['Tropic Thunder', 'Zoolander', 'The Secret Life of Walter Mitty', ""There's Something About Mary""]"	14	58	https://www.imdb.com/name/nm0001774/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001774/awards?ref_=nm_ql_2
76	" Rhona Mitra
"	1976-8-9	Paddington, London, England, UK	['Underworld: Rise of the Lycans', 'Doomsday', 'The Life of David Gale', 'Boston Legal']	0	1	https://www.imdb.com/name/nm0593961/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0593961/awards?ref_=nm_ql_2
77	" Paul Rudd
(I)
"	1969-4-6	Passaic, New Jersey, USA	['Ant-Man', 'I Love You, Man', 'Ant-Man and the Wasp', 'The 40 Year Old Virgin']	8	19	https://www.imdb.com/name/nm0748620/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0748620/awards?ref_=nm_ql_2
78	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
